1,"Weekly Roundup: CRISPR-Cas9 patent case concludes, Mark Zuckerberg’s 5,000 word letter to global community","This week, the CRISPR-Cas9 patent case came to a close, an encrypted messaging app went open source and Facebook announced some big changes to its video..",techcrunch
1,Theranos might be on life support,"It probably comes as no surprise: Theranos, the blood testing technology company once worth billions, is struggling to survive. With no revenue, no money set..",techcrunch
1,Snap takes aim at Facebook in roadshow video,Snap is about to embark on its investor roadshow as it prepares to go public at the beginning of March. And a new video gives a glimpse at how they will be..,techcrunch
1,TesLab is the companion app Tesla owners have been waiting for,"Tesla actually makes a lot of data available to vehicle owners via APIs and other endpoints, but it's not always easy to find and make use of that info. Enter..",techcrunch
5,McCain: Dictators 'get started by suppressing free press',"Sen. John McCain slammed President Donald Trump's attacks on the media this week by noting dictators ""get started by suppressing free press.""",cnn
5,Why Trump wants you to hate the media,"While trust in the media overall is low, audiences do have significant levels of trust in the media outlets Trump is attacking, Frida Ghitis writes",cnn
5,DeVos given U.S. Marshals Service protection,"Secretary of Education Betsy DeVos is receiving protection from the United States Marshals Service, a spokeswoman for the group told CNN Saturday.",cnn
3,"Omar Abdel-Rahman, 1993 World Trade Center bombing orchestrator, dies","Omar Abdel-Rahman, an Egyptian-born cleric serving a life sentence for plotting the 1993 bombing at the World Trade Center and other terror attacks in New York, has died, a prison spokesman said. He was 78.",cnn
3,"Norma McCorvey, Roe v. Wade figure, dies","Norma McCorvey, known as ""Jane Roe,"" the plaintiff in Roe v. Wade, the US Supreme Court case that established a constitutional right to abortion, has died, a priest close to her family said.",cnn
3,Pentagon officials: Russian actions a 'test of the new administration',Some Pentagon officials believe Russia is testing President Donald Trump with aggressive moves across the globe.,cnn
1,Ozobot raises $3 million for toys that teach kids coding basics off-screen,"There are many toys on the market today that promise to teach kids programming skills, and a good percentage require the use of a connected tablet or..",techcrunch
5,"Looking for a boost, Trump goes back to what he loves: Campaign rallies","After a month of arduous and, at times, turbulent governing, President Donald Trump is ready for what he really loves: Campaigning.",cnn
5,Tillerson presides over abrupt shakeup at State Department,Secretary of State Rex Tillerson has reassigned a majority of the staff meant to work most closely with the top US diplomat in what career officials at the State Department fear is the start of a major reorganization.,cnn
5,Roe v Wade: Woman in US abortion legal test case dies,"Norma McCorvey was the focus of the ""Roe v Wade"" case but later called her role ""a mistake"".",bbc-news
5,Dutch populist Geert Wilders calls some Moroccans 'scum',"Geert Wilders heads polls ahead of the 15 March election, but his lead is narrowing.",bbc-news
3,"About 1,800 'vulnerable' day-old chicks dumped in field","The day-old chicks were abandoned in a field, sparking an investigation by the RSPCA.",bbc-news
5,Vauxhall deal: PM set to meet Peugeot boss,The PM agrees to meet the boss of France's PSA Group to discuss a planned UK takeover of Vauxhall.,bbc-news
5,Barcelona protest to support migrants draws thousands,Protesters accuse the government of reneging on its promise to allow more migrants into Spain.,bbc-news
5,Wednesbury man who 'died' 27 times praises hospital staff,Ray Woodhall said he suffered so many cardiac arrests a nurse apologised for having to beat his chest so much.,bbc-news
6,Burnley 0-1 Lincoln City,Lincoln become the first non-league side in 103 years to reach the FA Cup quarter-finals with a dramatic last-minute win over Burnley.,bbc-news
5,Brexit: Jeremy Corbyn tells Tony Blair to respect the result,The Labour leader opposes Tony's Blair's call for a movement to challenge the Brexit decision.,bbc-news
1,Bill Gates: Pathogen could kill 30m in a year,"Microsoft's founder warns a virus, possibly created by terrorists, could have a catastrophic effect.",bbc-news
5,New York bomb plot mastermind Omar Abdel Rahman dies in prison,"Omar Abdel Rahman - who was serving a life sentence in the US - dies in prison, his family says.",bbc-news
6,FA Cup: Lincoln City win is 'football miracle' on dramatic fifth-round day,"Non-league side Lincoln achieve a 'football miracle' by reaching the FA Cup quarter-finals, while Millwall knock out Leicester.",bbc-sport
6,"Mo Farah wins 5,000m and Laura Muir breaks record at British Grand Prix","Mo Farah takes victory in the 5,000m at the Birmingham Grand Prix to win the final indoor race of his career.",bbc-sport
6,FA Cup: Shaun Cummings scores late winner for Millwall against Leicester,Late drama as Shaun Cummings puts 10-man Millwall ahead in the last minute against Leicester City in their FA Cup fifth-round tie.,bbc-sport
6,Warrington 27-18 Brisbane - text & radio,Live text coverage plus BBC Radio 5 live sports extra and Radio Merseyside commentary of Warrington Wolves v Brisbane Broncos.,bbc-sport
6,Welsh Open 2017: Judd Trump to face Stuart Bingham in final,Judd Trump will face Stuart Bingham in the Welsh Open final after the Englishmen enjoy comfortable wins in the last four.,bbc-sport
6,"Birmingham Indoor Grand Prix: Laura Muir breaks Dame Kelly Holmes' 1,000m record","Laura Muir breaks Dame Kelly Holmes' British record to win the women's 1,000m at the Birmingham Indoor Grand Prix.",bbc-sport
6,Celtic 2-0 Motherwell,Celtic restore a 27-point advantage at the top of the Scottish Premiership with victory over Motherwell.,bbc-sport
6,Johanna Konta withdraws from Dubai with a foot injury,British number one Johanna Konta withdraws from the Dubai Duty Free Championships with a foot injury.,bbc-sport
6,FA Cup: Sean Raggett heads Lincoln ahead against Burnley,Sean Raggett heads Lincoln City ahead in the 89th minute against Burnley in the FA Cup fifth round at Turf Moor.,bbc-sport
5,"Russia Watches U.S. Reassure Allies, and It's Disappointed","Shortly after Vice President Mike Pence pledged to “hold Russia to account” while looking for common ground in a speech to European allies, a hawkish Russian legislator reached out to shake his hand as he passed through a crowded hotel corridor.",bloomberg
3,What You Should Spend Your Bonus On,Treat yourself … or others.,bloomberg
1,SpaceX Halts Rocket Launch 10 Seconds Before Planned Liftoff,"Elon Musk’s Space Exploration Technologies Corp. halted the launch of its second rocket in as many months on Saturday, about 10 seconds before its scheduled liftoff.",bloomberg
5,"Revamped Immigration Plan More Precise, Concise, Kelly Says","President Donald Trump’s revised executive order on immigration will be “more streamlined” than its predecessor, U.S. Homeland Security Secretary John Kelly said, as the administration seeks a way to avoid the ensnaring of lawful U.S. entrants that led to parts of the original edict being blocked by federal courts.",bloomberg
2,Kraft Heinz Takeover Bid Shakes Up Big Food and Its Slow Growth,Competitors relieved that Kraft Heinz Co. snubbed them for Unilever may want to skip the celebration.,bloomberg
5,McCain Says Free Press Is Key to Democracy in Response to Trump,"A free and at times adversarial press is essential “if you want to preserve democracy,” Republican Senator John McCain said in response to President Donald Trump’s description of the media as the enemy of the American people.",bloomberg
3,"U.S. Policy on North Korea `Not Working,' Chinese Official Says","The U.S. policy of maintaining sanctions and military pressure on North Korea while refusing to talk to the country isn’t working and will only make matters worse, a Chinese official said Saturday, venting Beijing’s impatience with the stalemate over its isolated neighbor.",bloomberg
3,"Superbugs, Climate Chaos Have Bill Gates and the UN Worried","Microsoft co-founder Bill Gates joined the United Nations to warn world leaders about a new series of threats shaping up as megatrends, led by global warming, superbugs and artificial intelligence.",bloomberg
5,"First Sons Donald Jr., Eric Preside at Trump Dubai Golf Opening","President Donald Trump’s adult sons, who now manage his sprawling business empire, were guests of honor at the launch of a new luxury golf course in Dubai, the first opening of a Trump-branded property since Inauguration Day.",bloomberg
2,Samsung Heir Lee Arrives Shackled at Special Prosecutors Office,"South Korean police on Saturday led Jay Y. Lee, hands bound with rope, into a special prosecutors office after arresting the de facto head of the country’s largest industrial conglomerate in a corruption probe that includes allegations of bribery.",bloomberg
5,Lavrov on U.S. Election Hacking Claims: ‘Give Us Some Facts’,"Foreign Minister Sergei Lavrov pushed back against accusations that Russian hackers meddled in last year’s U.S. presidential election, saying no one had put forward any proof and former President Barack Obama’s administration ignored repeated overtures to discuss cyber-security norms.",bloomberg
3,"In Germany, the Male Breadwinner is Still King",Study finds that mothers are increasingly staying in part-time jobs instead of returning to full-time work,bloomberg
3,Poland Hails Pence's Russia Stance and Seeks More U.S. Troops,"Poland needs more U.S. forces on its soil to bolster defenses against Russia and welcomes U.S. Vice President Mike Pence’s assurance that the U.S. is committed to the NATO alliance, the country’s defense minister said.",bloomberg
3,France's Le Pen Denies Allegations Her Aides Had Fake EU Jobs,"French far-right leader Marine Le Pen denied an allegation by the European Union’s fraud office that she gave her aides fake parliamentary jobs, after she became the second main contender in the nation’s presidential race to become embroiled in a funding controversy.",bloomberg
3,Boris Johnson Was Called Out for Equating Brexit With ‘Liberation’,Boris Johnson delivered a Brexit-inspired English lesson to a roomful of diplomats in Germany.,bloomberg
3,Russia: Eastern Ukraine ceasefire starts Monday,Russian Foreign Minister Sergei Lavrov told reporters on Saturday that a ceasefire will go into effect for Eastern Ukraine on Monday.,cnn
6,FA Cup: Best fifth-round goals include Gestede volley & Oxford's cheeky free-kick,"Watch the best of the goals from Saturday's FA Cup action, including a Rudy Gestede volley for Middlesbrough and a cheeky free-kick from Oxford United's Chris Maguire.",bbc-sport
6,Millwall 1-0 Leicester City,Ten-man Millwall secure a stunning upset with a last-minute winner to beat Premier League champions Leicester City and reach the quarter-finals of the FA Cup.,bbc-sport
5,Donald Trump savages media at Florida rally,"The event, unusual for a sitting president, echoes those held during Mr Trump's successful campaign.",bbc-news
5,Trump: 'I'm only worried he's gonna give me a kiss',The US president invited a supporter on to the stage at his rally in Florida.,bbc-news
6,Michael Watson 'carjacking': Ex-boxer and friend injured,"Michael Watson, who was left partially disabled after a boxing match, needed hospital treatment.",bbc-news
3,Briton Ryan Lock mourned by Kurdish community,"Kurdish mourners gather at Heathrow Airport to pay tribute to Briton Ryan Lock, who died fighting so-called Islamic State in Syria.",bbc-news
3,Barcelona protest to support refugees draws thousands,Protesters accuse the government of reneging on its promise to allow more refugees into Spain.,bbc-news
6,World Club Series: Warrington Wolves 27-18 Brisbane Broncos,"Warrington get the first win for an English club over Australian opponents since 2012, beating Brisbane in the World Club Series.",bbc-sport
6,Michael Watson 'carjacking': Ex-boxer and friend injured - BBC News,"Michael Watson, who was left partially disabled after a boxing match, needed hospital treatment.",bbc-sport
6,Claudio Ranieri: Leicester City manager calls for 'soldiers and gladiators',"Leicester City need ""soldiers and gladiators"" to save their season after their FA Cup exit, says manager Claudio Ranieri.",bbc-sport
5,"Trump Rallies Supporters By Renewing Old Promises, Insults","Melbourne, Fla. (AP) -- Just four weeks into his administration, President Donald Trump appeared at a campaign rally that mirrored the months leading up to Election Day, complete with promises to repeal the health care law, insults for the news media and a playlist highlighted by the Rolling Stones.",bloomberg
2,How Behavioral Economics Can Help You Retire Rich,Here’s how you can profit from its work.,bloomberg
2,Hedge Funds Have Their Own Private Village in China,It’s an exclusive enclave for China’s aspiring masters of the universe.,bloomberg
5,Trump gets what he wants in Florida: Campaign-level adulation,"President Donald Trump, after a month of arduous and, at times, turbulent governing, got what he came for Saturday during a dusk rally here: Campaign-level adulation.",cnn
5,watch Trump brings supporter on stage,,cnn
1,SpaceX aborts flight due to rocket issues,"SpaceX delayed its launch Saturday morning ""out of an abundance of caution."" The private space firm will try again Sunday morning.",cnn
3,Bullish,"Bullish​ is TechCrunch's premiere talk show about tech, startups and diversity. Airing Wednesdays 10 AM ET / 7 AM PT.",techcrunch
5,Trump brings supporter on stage during rally - CNN Video,"President Trump had a supporter in the crowd join him on stage to deliver remarks during his rally in Melbourne, Florida.",cnn
5,Jeremy Corbyn 'determined to finish job',"Party leader accepts 'share of responsibility' for by-election loss but is ""determined"" to stay on.",bbc-news
5,President Trump to skip White House correspondents' dinner,The US president has traditionally attended and it will still go ahead in Mr Trump's absence.,bbc-news
6,Mo Farah's coach Alberto Salazar may have breached drug rules - leaked Usada report,"The American coach of Olympic champion Mo Farah may have broken anti-doping rules to boost the performance of some of his athletes, says a leaked report.",bbc-news
3,UK terror threat 'at highest since 1970s IRA plots',"A UK watchdog says so-called Islamic State plans ""indiscriminate attacks on innocent civilians"".",bbc-news
3,Caroline Wyatt: MS 'brain fog' lifted after stem cell treatment,"Caroline Wyatt said the ""brain fog began to lift"" after she paid for treatment in Mexico.",bbc-news
3,David Harewood: Next Doctor Who should be black or female,"Actor David Harewood says Doctor Who ""needs to do something different"" - and he'd be up for it.",bbc-news
3,Vehicle hits crowd at New Orleans parade,"Twenty-eight people are injured, some seriously, but police say terrorism is not suspected.",bbc-news
4,Oscars: Moonlight warms up with Independent Spirit Awards win,Low-budget drama Moonlight warms up for Sunday's Oscars by winning six Independent Spirit Awards.,bbc-news
3,Brexit: Heseltine vows to rebel in Lords bill debate,Senior Tory Lord Heseltine says he will rebel against ministers when peers debate the Brexit bill.,bbc-news
3,Kim Jong-nam killing: Malaysia airport terminal declared safe,North Korean leader's half brother was killed by a nerve agent in the airport two weeks ago.,bbc-news
6, Watch Match of the Day,Watch BBC One live on BBC iPlayer.,bbc-sport
6,Manny Pacquiao and Amir Khan to fight in April,WBO world welterweight champion Manny Pacquiao and Great Britain's Amir Khan agree to fight on 23 April.,bbc-sport
6,GB in men's skeleton,"Watch live BBC Sport coverage of the men's skeleton followed by the four-man bobsleigh at the World Championships in Konigssee, Germany.",bbc-sport
6,Claudio Ranieri: Jamie Vardy says speculation over manager's sacking 'untrue',"Leicester City striker Jamie Vardy says speculation he was involved in Claudio Ranieri's dismissal is ""untrue and extremely hurtful"".",bbc-sport
6,Six Nations 2017: Vern Cotter hails Scotland's second-half show against Wales,"Head coach Vern Cotter lauds Scotland's second-half display against Wales, as they rack up 20 unanswered points to win.",bbc-sport
6,Chelsea 3-1 Swansea City,Chelsea stretch their lead at the top of the Premier League table to 11 points after victory over Swansea City at Stamford Bridge.,bbc-sport
6,"Six Nations 2017: 'I wanted three points, kickers said no' - Wales captain Jones","Captain Alun Wyn Jones wanted to kick for goal at a crucial point against Scotland, but says his kickers said ""no"".",bbc-sport
6,Gavin McDonnell loses on points to Rey Vargas in WBC world title fight,Gavin McDonnell fails in his bid to join his twin brother Jamie as a world champion with a majority-decision loss to Rey Vargas.,bbc-sport
6,Six Nations 2017: Ireland 19-9 France,Ireland beat France 19-9 in Dublin to keep alive their hopes of winning a third Six Nations Championship in four years.,bbc-sport
2,Buffett Says $100 Billion Wasted Trying to Beat the Market,Billionaire investor Warren Buffett devoted a substantial portion of his annual letter to deepen his long-running critique of investment fees.,bloomberg
5,"Millions May Lose Coverage in Obamacare Repeal, Governors Told","Policies supported by Republican congressional leaders to repeal and replace Obamacare could lead millions of people to lose their health coverage, according to a presentation given to state governors meeting Saturday in Washington.",bloomberg
5,Trump Seeks Credit for America's Debt Reduction,President Donald Trump asked on Twitter why the media hasn’t reported that the national debt has dropped since his inauguration.,bloomberg
1,Facebook's Clones Attack Snapchat,"Facebook's approach to Snapchat has been: if you can't buy it, copy it.",bloomberg
5,Trump Says He Won't Attend White House Correspondents Dinner,"President Donald Trump said he won’t attend this year’s White House Correspondents Association Dinner on April 29, following weeks of attacks on news organizations that included calling them “the enemy of the American people.”",bloomberg
4,The Oscars Are Looking More Diverse This Year,This year’s Oscar nominees include seven people of color in the best and supporting acting categories.,bloomberg
2,The Next Financial Crisis Might Be in Your Driveway,"With late payments on the rise, a dealership upsell begins to look dangerous.",bloomberg
5,"White House Denies Briefing Access to New York Times, Politico, CNN","White House press secretary Sean Spicer excluded several major news outlets, including the New York Times and CNN, from an untelevised media briefing on Friday, hours after President Donald Trump assailed coverage of his administration.",bloomberg
5,Perez Elected Democratic Chair as Party Seeks New Direction,"Former Labor Secretary Tom Perez was elected chairman of the Democratic National Committee on Saturday, as the party struggles to set a new direction after Hillary Clinton’s November loss to Donald Trump.",bloomberg
5,Trump declines to attend White House correspondents' dinner,"President Donald Trump has announced that he will not attend this year's White House Correspondents' Dinner, a move that comes amid increasingly hostile relations between the media and the White House.",cnn
5,"Jen Psaki: Without free press, democracy dies",The former Obama White House communications director says the Trump administration's combative approach to the press risks following the model of Russia.,cnn
5,President Trump starts rally attacking media - CNN Video,"At a campaign-style rally in Melbourne, Florida, President Trump started out by attacking the media saying he wanted to speak to the crowd without the filter of the ""fake news.""",cnn
5,Republican lawmaker: Russia investigation needs special prosecutor,"A Republican lawmaker who supported Donald Trump in the 2016 presidential election said a special prosecutor should investigate reported communications between the Trump campaign and Russians known to US intelligence, not Attorney General Jeff Sessions.",cnn
5,National security adviser: Term 'radical Islamic terrorism' isn't helpful,"New national security adviser H.R. McMaster is already setting a strikingly different tone than his ousted predecessor, Michael Flynn, and President Donald Trump, saying the term ""radical Islamic terrorism"" isn't helpful for US goals.",cnn
5,Trump's call for US nuclear supremacy raises questions,"President Donald Trump would like the US to be ""at the top of the pack"" when it comes to having nuclear weapons",cnn
5,Trump: US will be top of the pack with nukes - CNN Video,President Donald Trump told Reuters that the US should be leading the world in nuclear weapons. The statement left non-proliferation experts puzzled and concerned.,cnn
5,Trump is costing the US friends,"While President Donald Trump was busy ignoring the reality of his low approval ratings by bathing in the embrace of an adoring crowd last weekend, his foreign policy challenges were stacking up.",cnn
3,Truck rams crowd during Mardi Gras parade,"One man is in custody after a pickup truck rammed a crowd at a New Orleans Mardi Gras parade, police said. At least 21 people were hurt.",cnn
5,Perez wins DNC chairmanship,Democrats chose a new chair to lead their battered party as it tries to channel its base's anti-Donald Trump energy into an electoral rebound.,cnn
1,This baby monitor uses radar to detect infant breathing patterns,"I’ll be honest, hearing about what Raybaby does made me happy I don’t have kids. The mere thought of needing a device to monitor a child’s breathing..",techcrunch
1,Uber employees are chatting with each other about Uber’s leadership on anonymous workplace app Blind,Uber employees have flocked to an anonymous workplace app called Blind as a sort of catharsis since ex-Uber engineer Susan Fowler Rigetti posted about being..,techcrunch
1,Elon Musk addresses working condition claims in Tesla staff-wide email,"Tesla CEO Elon Musk has shared the results of his own investigation into factory working conditions at the carmaker, following accusations by employee and..",techcrunch
1,"Weekly Roundup: Uber responds to sexual harassment claim, NASA discovers Earth-like planets","Tech news was heavy this week. Uber is facing a sexual harassment claim as well as a lawsuit from Google, NASA discovered planets with what could prove to be..",techcrunch
1,"While tech giants hire, startups fret — Has Brexit Britain become La La Land?","If you’ve read the latest headlines about Britain’s tech industry, you’d think the country hadn’t been rocked by the greatest political and economic..",techcrunch
5,"Don't give up, Jeremy Corbyn urges Labour","Leader says the party must ""remain united"" following its by-election loss to the Conservatives.",bbc-news
4,"Bill Paxton, actor known for Aliens and Titanic, dies aged 61","Actor Bill Paxton, known for roles in Aliens and Titanic, has died aged 61, his family tell US media",bbc-news
3,Germany hate crime: Nearly 10 attacks a day on migrants in 2016,"More than 3,500 attacks were carried out on migrants and asylum shelters in Germany last year.",bbc-news
3,"Girl, five, died of asthma attack after GP turned her away","Five-year-old Ellie-May Clark, who was minutes late for an appointment, died of an asthma attack.",bbc-news
1,Nokia 3310 mobile phone resurrected at MWC 2017,An iconic Nokia phone is revamped with added battery life and new features alongside several Nokia-branded Android models.,bbc-news
6,Six Nations 2017: England 36-15 Italy,England overcome a stern challenge from Italy to remain unbeaten in this year's Six Nations and stretch their winning run to 17 matches.,bbc-news
5,Disability benefits: PIPs should be for 'really disabled',A key Theresa May aide is being criticised over his comments defending changes to the PIPs system.,bbc-news
3,Former Ernie building demolished in Blackpool,"The former home of the original Ernie machine, which generated winning Premium Bond numbers, is demolished.",bbc-news
3,Man critical after car hits five people in Bellingham,One man is critical and four others injured after a Mercedes crashes into them in south-east London.,bbc-news
6,EFL Cup final: Man Utd 2-2 Saints - Gabbiadini leads Saints comeback,Listen to BBC Radio 5 live commentary and follow updates of the EFL Cup final at Wembley.,bbc-sport
6,Tottenham Hotspur 4-0 Stoke City,Harry Kane scores his third hat-trick in nine games as Tottenham react to their European exit by hammering Stoke to go second in the league.,bbc-sport
6,FA People’s Cup: First round - Day three,"Follow live text commentary, match action and the best from social media on day three of the 2017 FA People’s Cup first round.",bbc-sport
6, Bobsleigh and Skeleton World Champs highlights,Watch BBC Two live on BBC iPlayer.,bbc-sport
6,Formula 1: Red Bull launches new RB13 car for 2017,Red Bull unveils the car many expect to be the closest challenger to world champions Mercedes in 2017 - the RB13,bbc-sport
6,Welsh rugby international Elli Norkett dies in A4109 crash - BBC News,A woman who died in a crash in Neath Port Talbot is named as Wales rugby international Elli Norkett.,bbc-sport
6,Atletico Madrid 1-2 Barcelona,Lionel Messi scores a late winner as Barcelona beat Atletico Madrid to move top of La Liga.,bbc-sport
5,Trump's Great Chance to Tell Us What He Really Wants,There's a lot of confusion to clear up when the president addresses Congress Tuesday night.,bloomberg
1,Google Assistant Goes Beyond the Pixel to Take on Apple's Siri,"Google is bringing its voice assistant to the latest Android phones, starting with a closer partnership with LG Electronics.",bloomberg
